created_at,handle,mined_at,retweet_count,text,tweet_id
Wed Oct 16 11:10:02 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072772,28114,You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly bec… https://t.co/uDW9RUcdZR,1184426268177129472
Wed Oct 16 03:22:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072774,37348,We now have the greatest Economy in history! https://t.co/8fLOejOpxH,1184308485237948416
Wed Oct 16 03:16:57 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072775,9257,A great group of Champions! https://t.co/A2ux83427l,1184307214623875072
Wed Oct 16 03:15:40 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072776,21867,Looks good to me! https://t.co/3aHn7y3ZxI,1184306888864874496
Wed Oct 16 02:21:54 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072777,13921,".... It also brings Shifty’s fraudulent MADE UP CALL, which he read to the United States Congress pretending it to… https://t.co/35xVX2E90u",1184293357755011072
Wed Oct 16 02:21:54 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072778,20785,"Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can’t testify, &amp; the reason he… https://t.co/n8QdZpH8Q4",1184293357121613824
Tue Oct 15 22:34:18 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072779,12812,https://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd,1184236083346919425
Tue Oct 15 20:05:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072780,15001,"The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard, support… https://t.co/g68uGs3i2R",1184198558007869440
Tue Oct 15 19:58:53 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072781,9089,"Congratulations @StLouisBlues! 
https://t.co/WjlWYFuiE6",1184196970212139010
Tue Oct 15 18:04:56 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072782,33812,"Now that we have found out that @CNN is a virtual fraud, rumor has it that Jeff Zucker will be resigining momentarily?",1184168291775995904
Tue Oct 15 16:41:36 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072783,16832,"Join me in Dallas, Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020

Tickets:… https://t.co/kEzQhhFyWb",1184147319480041473
Tue Oct 15 15:57:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072784,11396,....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!,1184136159724740609
Tue Oct 15 15:57:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072786,16430,"Mississippi, there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for ou… https://t.co/yKvRT8l0Fp",1184136158860730369
Tue Oct 15 15:32:05 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072787,33289,"Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER, EVER, EVER! How about saying it this way, IN THE HI… https://t.co/eeLFQHSr3z",1184129825231069184
Tue Oct 15 15:30:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072788,11718,Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very importan… https://t.co/9NdcLWh6LD,1184129465070297090
Tue Oct 15 15:14:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072789,19171,"Hunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33,000… https://t.co/tOckL4IeUG",1184125314147983361
Tue Oct 15 13:40:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072790,23795,Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excor… https://t.co/JMEXW76rhs,1184101618901540864
Tue Oct 15 00:51:26 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072791,28139,“Project Veritas-Obtained Undercover Videos Highlight Jeff Zucker’s (@CNN) Campaign To Destroy Trump. Videos Reveal… https://t.co/yJSfxoGt7e,1183908206088728576
Tue Oct 15 00:21:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072792,35952,A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A rea… https://t.co/rpWELuwzAF,1183900672892309505
Tue Oct 15 00:17:05 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072794,27831,"Shifty Schiff now seems to think they don’t need the Whistleblower, who started the whole Scam. The reason is that… https://t.co/nuvZedQ0M4",1183899559124189184
Mon Oct 14 22:34:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072795,26698,"""The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation agains… https://t.co/BDIPAMiPY2",1183873633057476609
Mon Oct 14 22:19:27 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072796,21285,"""It doesn't speak for the FULL HOUSE because the FULL HOUSE hasn't spoken. The Democrat Party is pushing this Impea… https://t.co/p6zsUcVqbu",1183869954640228352
Mon Oct 14 22:16:24 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072797,18408,"""The Democrat Party has hijacked the House of Representatives..."" @MarkLevinShow https://t.co/SZhfmhzec2",1183869189049737217
Mon Oct 14 19:55:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072798,19381,Statement from President Donald J. Trump Regarding Turkey’s Actions in Northeast Syria https://t.co/ZCQC7nzmME,1183833640507269120
Mon Oct 14 19:16:43 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072799,16486,....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And b… https://t.co/2xn7S7R3pq,1183823970979713024
Mon Oct 14 19:16:43 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072800,16510,"Some people want the United States to protect the 7,000 mile away Border of Syria, presided over by Bashar al-Assad… https://t.co/pG9jiXa0m0",1183823969197146115
Mon Oct 14 19:10:51 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072802,17881,....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good wi… https://t.co/J9iDn7buKt,1183822494031065088
Mon Oct 14 19:10:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072803,20783,"After defeating 100% of the ISIS Caliphate, I largely moved our troops out of Syria. Let Syria and Assad protect th… https://t.co/ejPW1QQ1zM",1183822488192671745
Mon Oct 14 19:06:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072804,10400,"....Don't the Europeans have a lot of responsibility?” @KatiePavlich Thank you Katie, I offered ISIS prisoners to t… https://t.co/Tqq2rU4BiB",1183821343420289030
Mon Oct 14 19:06:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072805,11733,“To his credit the Europeans didn't step up to deal with this ISIS problem – it’s a lot of the reason why we are in… https://t.co/e4GT6FXUkt,1183821342455586818
Mon Oct 14 18:59:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072806,12881,"Great new book, ""Resistance (At All Costs): How Trump Haters Are Breaking America"" out by Kimberley Strassel of the… https://t.co/KKlZjr0xjS",1183819526753980416
Mon Oct 14 18:56:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072807,9465,....of the correction which they knew about full well! “Fox News Pollster Braun Research Misrepresented Impeachment Poll: Analysis” @NYPost,1183818843464065024
Mon Oct 14 18:56:20 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072808,13156,"The Fox Impeachment poll has turned out to be incorrect. This was announced on Friday. Despite this, the Corrupt Ne… https://t.co/DHLXva1mdP",1183818841941565441
Mon Oct 14 17:26:24 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072809,29863,America First!,1183796209942695938
Mon Oct 14 16:18:59 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072810,24577,Wow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very pr… https://t.co/cZmD0wfqjD,1183779243588763649
Mon Oct 14 16:17:54 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072811,11361,https://t.co/Q6NhPEz2Qv,1183778969725865985
Mon Oct 14 14:00:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072812,10590,"Will be looking into the Scott Hapgood case, and the Island of Anguilla. Something looks and sounds very wrong. I k… https://t.co/BW1HIo84Fj",1183744344794320896
Mon Oct 14 12:33:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072814,13109,Vote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!,1183722535961202689
Mon Oct 14 12:26:13 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072815,14165,https://t.co/09bac03RX6,1183720665691709445
Mon Oct 14 12:13:44 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072816,10046,https://t.co/kDd9fzjPAh,1183717522874519552
Mon Oct 14 12:13:20 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072817,12749,https://t.co/cvCBBovvFP,1183717423029067777
Mon Oct 14 12:06:24 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072818,21191,Happy Columbus Day!,1183715679096201218
Mon Oct 14 11:40:42 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072819,20820,The same people who got us into the Middle East mess are the people who most want to stay there!,1183709210602823680
Mon Oct 14 11:14:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072820,14518,....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many… https://t.co/6sZ5C29SNT,1183702529403695104
Mon Oct 14 11:14:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072821,15308,Brian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have b… https://t.co/c8akRUK0hn,1183702528787189767
Mon Oct 14 10:54:24 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072822,23873,"Former Democrat Senator Harry Reid just stated that Donald Trump is very smart, much more popular than people think… https://t.co/4ZSNsALd9U",1183697555907104768
Mon Oct 14 10:39:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072824,14492,"....Democrat’s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation, when I release… https://t.co/jkgo4VlH8h",1183693719914106880
Mon Oct 14 10:39:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072825,21018,Adam Schiff now doesn’t seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukrain… https://t.co/Mrm2RoGnus,1183693718500659200
Mon Oct 14 10:19:31 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072826,20293,"“The Democrats are trashing this President, &amp; in the process, trashing the U.S. Constitution. Frankly, the American… https://t.co/3eseHGpLfX",1183688781037297664
Mon Oct 14 00:34:01 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072827,21700,“Serial killers get more Due Process than the Democrats give to the President of the United States.” @marklevinshow,1183541434802196481
Mon Oct 14 00:10:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072828,28267,"Somebody please explain to Chris Wallace of Fox, who will never be his father (and my friend), Mike Wallace, that t… https://t.co/ZLLDO4GtIJ",1183535447919812608
Sun Oct 13 23:27:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072829,17837,The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have tak… https://t.co/E2BjDqqaj0,1183524771734183936
Sun Oct 13 23:09:01 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072831,15414,".@marklevinshow on @FoxNews is doing a big show tonight on the Democrat’s Impeachment Scam. 10:00 P.M. No guests, j… https://t.co/OlFsmmxGPB",1183520040647380993
Sun Oct 13 22:16:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072832,20318,".....BY THE WAY, DON’T CALL ME AGAIN, I’LL CALL YOU WHEN YOU’VE DONE WHAT I’VE ASKED.’” A reminder, that wasn’t jus… https://t.co/pnCglWdk4M",1183506864170029056
Sun Oct 13 22:16:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072833,21062,"“Congressman Adam Schiff, who when seeing the REAL Ukraine phone call Transcript decided he’d better make up one of… https://t.co/pFTgosMdkM",1183506863431786497
Sun Oct 13 21:50:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072834,21023,CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!,1183500215241859073
Sun Oct 13 21:47:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072835,12409,....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship wit… https://t.co/7U5s4Lszcp,1183499482790612993
Sun Oct 13 21:47:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072837,16868,"My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product, no… https://t.co/tQFkHtgrrN",1183499482069159941
Sun Oct 13 21:22:42 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072838,19469,The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabrica… https://t.co/pAttjMlRV9,1183493286708875264
Sun Oct 13 17:55:41 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072839,15651,Happy Birthday @USNavy! https://t.co/H0lNgAdogV,1183441191003721731
Sun Oct 13 14:32:37 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072840,27433,"We have become a far greater Economic Power than ever before, and we are using that power for WORLD PEACE!",1183390085993119749
Sun Oct 13 14:15:55 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072841,25391,Where’s Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.,1183385881320853509
Sun Oct 13 13:37:43 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072842,15119,"Dealing with @LindseyGrahamSC and many members of Congress, including Democrats, about imposing powerful Sanctions… https://t.co/tQp9x8vL5t",1183376270731763714
Sun Oct 13 13:09:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072843,14632,.....The Kurds and Turkey have been fighting for many years. Turkey considers the PKK the worst terrorists of all.… https://t.co/HzYdswxXOE,1183369133301391365
Sun Oct 13 13:09:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072844,18221,Do you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people want… https://t.co/jzDCvT0NAz,1183369132634456066
Sun Oct 13 12:57:08 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072845,19961,"Very smart not to be involved in the intense fighting along the Turkish Border, for a change. Those that mistakenly… https://t.co/jiVhkiScUy",1183366057169444864
Sun Oct 13 12:31:29 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072846,18926,The Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor… https://t.co/UNZdG03EFl,1183359602089484288
Sun Oct 13 12:24:47 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072848,11929,A despicable human being! https://t.co/3KpgUuRaXU,1183357914922258433
Sun Oct 13 05:11:02 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072849,15380,"Congratulations to the Great State of Louisiana. A big night. You will soon have a new and wonderful Governor,… https://t.co/PXZLMsCbeD",1183248760303960064
Sun Oct 13 04:06:38 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072850,23457,"The same people that got us into the Middle East Quicksand, 8 Trillion Dollars and many thousands of lives (and mil… https://t.co/L3a88q6AVQ",1183232552464719873
Sun Oct 13 03:13:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072851,15989,"The Governor of Louisiana, John Bel Edwards, has done a poor job. NOW HE IS IN A RUNOFF WITH A GREAT REPUBLICAN,… https://t.co/e2bxi71Cch",1183219098911682561
Sat Oct 12 21:20:06 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072852,30271,The Endless Wars Must End!,1183130243885875200
Sat Oct 12 20:57:31 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072853,17941,Start thinking about getting bigger tractors! https://t.co/MhmvNhAA4r,1183124563258941442
Sat Oct 12 20:56:35 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072854,24381,That is the real story! https://t.co/fG3zvMIaxp,1183124325999796225
Sat Oct 12 20:12:52 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072855,11867,Happy National Farmers Day! https://t.co/zqhaDCikQg,1183113326374600705
Sat Oct 12 19:13:52 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072856,9415,https://t.co/YBmYOsGdK3 https://t.co/LWCWvpeIqn,1183098478232256512
Sat Oct 12 19:08:53 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072857,12286,https://t.co/0DTxsaGKZ1,1183097223674056705
Sat Oct 12 15:11:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072859,24589,"So now they are after the legendary “crime buster” and greatest Mayor in the history of NYC, Rudy Giuliani. He may… https://t.co/jZjNe5VcvN",1183037520503885824
Sat Oct 12 14:16:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072860,17340,"Louisiana, get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for yo… https://t.co/RMa6wVPhSh",1183023558655709184
Sat Oct 12 14:09:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072861,13265,"....Other aspects of the deal are also great - technology, financial services, 16-20 Billion in Boeing Planes etc.,… https://t.co/66ySzTHruF",1183021806493556736
Sat Oct 12 14:09:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072862,25568,"The deal I just made with China is, by far, the greatest and biggest deal ever made for our Great Patriot Farmers i… https://t.co/Psfy4J9G9i",1183021805570801665
Sat Oct 12 13:49:42 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072863,18996,The case of Major Mathew Golsteyn is now under review at the White House. Mathew is a highly decorated Green Beret… https://t.co/fROsPkmdOJ,1183016899589955584
Sat Oct 12 13:13:52 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072864,15536,“Schiff aides worked with Whistleblower.” @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!,1183007878921314304
Sat Oct 12 03:49:29 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072865,10333,"LOUISIANA — Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great… https://t.co/M5CytScjIJ",1182865849851338753
Sat Oct 12 03:48:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072866,11305,"Louisiana REPUBLICANS, thank you for a great evening. Get out TOMORROW and VOTE REPUBLICAN! Send the Radical Democr… https://t.co/OvkdFFyXBu",1182865510825779200
Sat Oct 12 03:25:36 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072867,16675,"“I never saw so many subpoenas!” @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript,… https://t.co/QlThJeGWB2",1182859837316583424
Sat Oct 12 03:25:34 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072869,21621,"So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak… https://t.co/kbkkDSTxoH",1182859828386885633
Sat Oct 12 02:58:08 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072870,29383,WHERE’S HUNTER?,1182852925237805060
Sat Oct 12 02:17:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072871,12890,"Is he leaving due to bad ratings, or some other less important reason? https://t.co/XBr7xVgarc",1182842647041298432
Fri Oct 11 23:55:42 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072872,12947,"Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisia… https://t.co/uo8mZwfJI6",1182807013719531522
Fri Oct 11 23:46:31 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072873,8785,"....Congratulations Kevin, on a job well done! I will be announcing the new Acting Secretary next week. Many wonderful candidates!",1182804704721375233
Fri Oct 11 23:46:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072875,10998,Kevin McAleenan has done an outstanding job as Acting Secretary of Homeland Security. We have worked well together… https://t.co/rZcfpzzvwv,1182804700699086848
Fri Oct 11 23:23:11 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072876,11765,A terrible and very dishonest person! https://t.co/bomdDcHTT4,1182798830577709056
Fri Oct 11 17:29:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072877,13024,"We love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2",1182709748619198464
Fri Oct 11 15:47:44 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072878,12136,Really good news! https://t.co/dbc6AgzNPx,1182684215189614592
Fri Oct 11 15:44:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072879,10006,So Great! https://t.co/WZSY7E0A2M,1182683354463907840
Fri Oct 11 15:40:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072880,9488,A Giant Scam! https://t.co/Go4TffoEaq,1182682269804310529
Fri Oct 11 15:39:28 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072882,6836,Amazing Evening! https://t.co/jVTW8sRJpf,1182682132868751361
Fri Oct 11 15:37:58 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072883,8434,The Do Nothing Democrats. Thanks Vicky! https://t.co/WEZgrvobs3,1182681755679121408
Fri Oct 11 15:35:54 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072884,13827,Do you believe this?  A total Scam! https://t.co/ihJmne0AbW,1182681234880847872
Fri Oct 11 15:30:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072885,6920,A great evening in beautiful Minnesota! https://t.co/xgfAKaRSlM,1182679765632868353
Fri Oct 11 15:28:29 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.072886,11947,What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who dest… https://t.co/gNwVuJAuIi,1182679369174716423
Fri Oct 11 14:27:37 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928518,8947,"Will be with our two GREAT Senators, @SenJohnKennedy &amp; @SenBillCassidy, tonight in Louisiana. These two hard workin… https://t.co/g9fzARnKUa",1182664051089911812
Fri Oct 11 14:15:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928526,16544,"One of the great things about the China Deal is the fact that, for various reasons, we do not have to go through th… https://t.co/N9fuYuGhss",1182661081849835520
Fri Oct 11 14:00:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928527,12709,I will be in Louisiana tonight (Love it!) to get Republicans to vote for either of our two great Republican Candida… https://t.co/XUlB678Ryp,1182657102357110791
Fri Oct 11 13:49:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928529,17321,"Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past, more like the Old Days.… https://t.co/n0vIJtqBWv",1182654371714211840
Fri Oct 11 02:49:51 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928531,22076,"Over the next 13 months, we are going to fight with all of our heart and soul – and we are going to win the Great S… https://t.co/bPUTrlXTcc",1182488455277924353
Fri Oct 11 02:37:01 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928532,25591,"A GREAT evening in Minneapolis, Minnesota with incredible American Patriots. THANK YOU! https://t.co/b3UQEo0wPq",1182485222190915584
Fri Oct 11 00:03:55 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928533,25629,The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginni… https://t.co/4Gc91nnBfJ,1182446696598511617
Thu Oct 10 20:55:28 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928534,33820,"WOW, THANK YOU Minneapolis, Minnesota — on my way! #KAG2020 https://t.co/Czl6GbCCxN",1182399270009425920
Thu Oct 10 20:07:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928536,16402,"....We have one of three choices: Send in thousands of troops and win Militarily, hit Turkey very hard Financially… https://t.co/DAEdfK1pH1",1182387198164946944
Thu Oct 10 20:07:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928537,19090,"We defeated 100% of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey, in Syria.… https://t.co/rAEAC18rdw",1182387197066039298
Thu Oct 10 14:40:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928538,8335,https://t.co/sI5hZ81ASL,1182304844683632642
Thu Oct 10 14:40:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928539,17486,https://t.co/HZzDQY5QqV,1182304840212455424
Thu Oct 10 13:49:52 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928540,19085,"Big day of negotiations with China. They want to make a deal, but do I? I meet with the Vice Premier tomorrow at The White House.",1182292163721404416
Thu Oct 10 13:42:47 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928542,14061,Why isn’t the IG investigating his so-called Whistleblower? All bad info!,1182290380542185472
Thu Oct 10 13:39:02 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928543,21022,"The President of the Ukraine just stated again, in the strongest of language, that President Trump applied no press… https://t.co/4IQBZho6St",1182289435955777537
Thu Oct 10 13:34:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928544,22946,Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many peopl… https://t.co/ccW5IJb98E,1182288206806560769
Thu Oct 10 13:27:01 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928545,13755,"....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT, let the Kurds fig… https://t.co/2kFjO24P4R",1182286414353981440
Thu Oct 10 13:27:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928546,16699,Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers… https://t.co/hr9YhzW1eA,1182286411501838337
Thu Oct 10 13:12:37 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928548,17057,Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy! https://t.co/Gtwn0nxOTt,1182282790861201408
Thu Oct 10 13:08:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928549,18035,"...Court Justice &amp; I turned him down (he’s been terrible ever since), Shep Smith, @donnabrazile (who gave Crooked H… https://t.co/H1LTENm7IL",1182281836363485185
Thu Oct 10 13:08:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928550,21638,"From the day I announced I was running for President, I have NEVER had a good @FoxNews Poll. Whoever their Pollster… https://t.co/3CVU5wgQQa",1182281834970980352
Thu Oct 10 13:04:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928551,15047,“Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump in… https://t.co/9RRsipNQER,1182280635513294849
Thu Oct 10 04:16:36 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928552,17115,"In case the Kurds or Turkey lose control, the United States has already taken the 2 ISIS militants tied to beheadin… https://t.co/05C14uxy2B",1182147895371472896
Thu Oct 10 03:53:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928554,19254,"Impeached for what, having created the greatest Economy in the history of our Country, building our strongest ever… https://t.co/2DgE4OeFiy",1182142030325129217
Thu Oct 10 01:55:32 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928555,11302,A different take! https://t.co/XKnQ6XTF0k,1182112396837625857
Thu Oct 10 01:34:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928556,20772,“I don’t think it’s a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the Hou… https://t.co/G8QodnGwOf,1182107033874714624
Thu Oct 10 00:10:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928557,18397,https://t.co/I6VsoDIQQp,1182085917198241793
Wed Oct 09 23:30:16 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928558,30615,The hardest thing I have to do as President... https://t.co/6bzwh78I00,1182075837962690560
Wed Oct 09 18:12:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928560,28551,Sleepy Joe Biden! https://t.co/oZtytImXqq,1181995834369544198
